编号,发帖人_编号,题目,题目字数,内容,内容字数,昵称,车系,地点,时间间隔,空间密度,空间评分,动力密度,动力评分,操控密度,操控评分,能耗密度,能耗评分,舒适性密度,舒适性评分,外观密度,外观评分,内饰密度,内饰评分,性价比密度,性价比评分,视频数,上下班,购物,接送小孩,自驾游,跑长途,商务差旅,越野,约会,赛车,拉货,网约车,组车队,改装玩车,支持,浏览,评论,里程值,精华帖,主贴,关注,粉丝,车辆匹配
303,16028378,霸气、舒适、无敌空间,10,最满意一定是空间了，无敌的后排真不是吹的。推托升起来近乎平躺的坐姿是真的享受。。没啥不满意，硬要说那只能是车身长度了，毕竟超长的车身会带来很多不便，例如路边的侧方停车位基本上停不下，不过这些都是小问题。。这车空间不用说了，无敌，后排比宾利飞驰还大后排很大本人身高176，后排任何姿势都没有压力。动力只能说是一般。家里一台M135，一台RS6，哪个动力都能吊打迈巴赫了。毕竟V6还是弱了一点，钱够肯定上560了。操控一般，没啥驾驶乐趣，除了稳就是稳。操控还得看宝马和保时捷。油耗还行，跑过一次高速300公里10个油左右。市区这几天开下来基本上维持在16个左右。主副驾驶位舒适度只能说是还不错，但是后排舒适度我只能用无敌来形容了。150万这个级别，迈巴赫450可以说是站在顶点的王者，根本没对手。外观霸气，能胜任任何场合。除了450版的这个轮毂，其他完美前脸能直接和S级区分开来，迈巴赫这个流瀑式中网和包围气场十足侧面造型修长稳重，整体效果也很出众。只是这个轮毂不好看，后期需要自己改一下。就是纯S级内饰，足够豪华但是也会审美疲劳。内饰豪华，但没什么新意。性价比低，和S450一样的动力总成，只是长了一些就贵好几十万。钱够就上，钱不够就不上，也没啥好说的。纯粹为了家人能有一个舒适的乘车体验。因为年年冬天都要自驾去海南过冬，这车坐几天不会累，很舒服,572,1,迈巴赫S级,石家庄?,45 ,44,5,57,3,30,3,42,4,66,5,96,5,32,4,49,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,31,87535,29,3760,0,36,7,50,1
304,9261266,乘坐感还可以,6,之前是宝马730，现在换成迈巴赫S450，其实感觉也没什么太大的区别，都差不多。最不满意的地方就是刚买就成老款了，2020年换代了。迈巴赫这款车空间没话说，超大，人躺下脚尖才能够到前面座椅。动力3.0T，大马力足够用了又不去飙车，运动模式赶超百分之90的车。操控起来就是油门重了一点，方向盘很灵活，指哪打哪。油耗差不多1块2一公里我估计，开这车也没人去计较这点油耗开空调油耗：上升不是很明显，跟平时差别不大，不是很在乎。舒适性这款车是主打的，没什么好说的，比家里的沙发更舒服。外观足够吸引眼球，街上回头率很高，仅仅落后于宾利、劳斯莱斯。内饰豪华感很强，该有的功能都有了，不像保时捷什么都要加钱加装。性价比倒是不高，买的时候还要加价48000，保值率应该不高。因为我自己不开，都是司机开的，首先不考虑越野车，必须买轿车，之前是宝马730，开了6年了审美疲劳了，奥迪、玛莎不考虑，宾利、劳斯莱斯买不起，所以只有奔驰这一个选择了,411,1,迈巴赫S级,杭州?,186 ,28,5,33,5,24,5,55,5,27,5,29,5,30,5,29,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,26,39088,15,3680,0,8,8,25,1
305,98722457,真棒棒哒,4,后排舒适度极好！。基本没有！非要说个不满意的就是V8T的动力调校太低了，才470匹，500匹以上才算正常！。后排空间同级别无敌！。德芙广告怎么说的，如丝般顺滑，V8T的动力控制得非常好！。开起来一点不像大车，可能是车身钢度好和四驱的原因，得心应手！。好像是12个左右，没注意！。后排舒适度同级别无敌！后排标志性的独立座椅，各种支撑按摩娱乐应有尽有！。说实话第一眼感觉真心一般，特别是前脸下唇！后来越看越有气质！不亏是经过汽车发明者反复雕琢的产品！。各种真皮线缝加氛围灯，乘坐不说是王者座驾起码也是身份地位的象征！。目前加价，谈不上什么性价比！不过买这车不要太在乎这些，谁让奥迪宝马没有同款呢？宾利慕尚加长都700多万了！。本来选择的是680或飞驰，680加价太多况且比560就是多了冰箱和音箱就没啥大的区别了，反而560还是9档4驱、680是7档后驱！宾利飞驰后排的舒适度跟560和680完全不在一个档次上，除非买慕尚加长！建议购买560，因为配置和680基本一样，级价格却便宜不少，450的舒适型配置就少很多了！,457,1,迈巴赫S级,绵阳?,14 ,10,5,28,5,30,4,13,4,35,5,48,5,32,5,53,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,73393,55,10290,0,6,1,22,1
306,25578985,运动与优雅并存的最佳体现,12,停在那里就是个优雅绅士，一开起来性子狂暴得很，我喜欢这种运动与优雅的反差和并存。。价格真的是......大概也正是因为它的价格，迈巴赫才有如此的地位吧。。谁坐谁知道，飞机头等舱的感觉。。有时自己也会开开，动力非常好，起步就有狂暴的体现，全力踩油门更是不得了。运动档不能随便玩，真的很极速。。辅助驾驶的东西项目真的多，我都数不全，这些东西极大的帮助了司机去驾驭这个大家伙。特别是360影像和并线辅助。。12升的油耗，我本来说对这个油耗也没多大的意见，问题是这车的油箱只有70L的容积，每次加完油，总感觉没多久又要加油，建议把油箱容积扩展到80L。。座椅宽大舒服，电动调节方便，静谧性首屈一指。迄今为止没有听说哪个坐我车的人对车子的舒适性有半点吐槽。其实我也挺喜欢玩车，喜欢跟车友交流，不然也不会写这个什么口碑。有时比较熟悉的朋友坐车我都会跟他聊聊，老朋友哈不存在炫耀，确实是想知道别人对车子的看法，他们有什么都会直说，但是没有一个说车子舒适性有问题。。就说这个车身长度已经足够秒杀街头绝大多数的车子了，再加上迈巴赫独特的气质，开到哪里都很吸引别人的关注。懂车的不懂车的看到我这个车都会多看两眼。。具有顶级的内饰质感，大到整个室内的设计，小到一根缝线一个按键，无一不体现出极端品质。。说到性价比就有点郁闷，托朋友搞来的，价格真不便宜。。需要一辆能撑撑场面的车，有朋友做奔驰，便托他帮我物色了一辆。,596,1,迈巴赫S级,成都?,74 ,15,5,51,5,54,4,72,4,151,5,71,5,42,5,25,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,46,50019,16,1320,0,0,17,2,0
307,10101840,计划赶不上变化意外提迈巴赫,13,外观大气，还有就是白色内饰。油箱有点小可能70L然后就是价格太硬，迈巴赫一个的价格可以买一个高配A8和酷路泽了!。空间的话这个车就不用了，真的不小毕竟五米四的车长度。一个百万级的车动力够用，一个百万级的商务车很少人去试推背感。五米四的车长，这么大车没得操控可谈有利有弊吧。跑高速油耗不算高最低8.4百公里仪表显示的。坐上感觉确实不一样呢豪华氛围很强大。气场十足回头率很不低。白色内饰额好看真的好就是爱脏。性价比跟闹着玩是的，没有。开出去有面呗，,222,1,迈巴赫S级,沧州?,62 ,25,5,29,4,22,4,21,4,17,5,10,5,14,5,12,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,43,157919,43,8510,0,11,21,38,1
308,81398938,19款迈巴赫s450,10,外观霸气，空间超大后排腿伸直都没问题。买它就接受它的不足。后排老板座头等舱般享受！超大！后备箱不是很大也是有原因的。。动力还是可以，提速很稳。够用。车太长操作起来感觉有些笨重。没啥感觉。过减速带很平稳 后排坐上就想睡觉。外观没得说就是19跟18款尾部没区别 前脸但是很霸气。19款的触控面板改成了磨砂面，很是显档次。还有还有一块万国牌表，不知道值不值钱。内饰自我感觉吊打一切????。合情合理 烦人的就是加价销售。关注迈奔很久了，别的都没考虑也都没想，就奔着它来的。,233,0,迈巴赫S级,北京?,13 ,29,5,14,4,13,4,4,5,16,5,26,5,54,5,14,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,139,265474,67,170,0,0,2,8,0
309,23843700,第一次写，不知道写什么，网友凑合看吧，希望能有帮助。,26,内饰，空间。。丁子方向盘，加价，等车周期很长，半年之久。实在写不下去了，你们别的口碑都写的好少，为什么别人都可以成功，都是汽车之家找来的小黑嘛，。4人乘坐最合适，空间极大，没有之一。。刚刚够用，可能开惯大马力的了吧！。方向盘手感偏轻，有点虚位，不过都可以接受。。13.5。悬架便舒适，隔音性能很好。。大气，好多人不认识，生意场神车。。非常满意，开宝马，坐奔驰，一点都没错。。落地180万，内饰很好，外观大气，。同级别，同价位，性价比很高的，值得推荐。,225,1,迈巴赫S级,西安?,85 ,18,5,16,3,21,4,4,3,13,5,16,4,19,5,17,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,241,468447,72,34990,0,23,193,48,0
310,101579066,懂得师傅麻烦进来看看,10,提速快 空间大 超控性也可以 底盘调校也比较好 车子外观看起大气。油耗感觉也不怎么高 油耗中和吧 缺点就是只能坐4个人。最大的缺点就是 门条的亮条会氧化 去4S店还拒赔了 说什么是腐蚀 麻烦懂得大神给我看看到底是腐蚀还是氧化 如果就算是腐蚀是不是也是质量的问题 腐蚀的话为什么门把手 车头车尾都没有 就只是门上有。动力表现不错。超控性也比较不错。个人感觉油耗中和 可能和个人开车习惯有问题。舒适性一般吧。从外观看起非常满意 看起车身的修长 大气。内饰做工还是比较好的 毕竟一分钱一货。性比价的话 感觉良好吧。商务接待 跑长途,262,0,迈巴赫S级,安顺?,391 ,96,5,6,5,8,4,21,4,6,4,20,5,18,4,11,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,18,10694,1,100,0,0,2,0,0
311,10255540,迈巴赫奔驰的精髓在第二排,12,二排的空间堪称完美，唯一差个小桌板。奔驰的轮胎因为扁平比的问题，遇到井盖或坑就对了。刚刚提车没多久就“坑了，两个轮胎钢盆一个方向机损坏—7万多灰飞烟灭。幸好4S店是一个朋友开的，走了保险。。堪称完美，买车前把100万以上的车看了个遍，除了劳斯和慕尚，无出其右。可以形容为移动的行宫。动力储备好，我喜欢地板油，但是这车还没试过，高速上踩一半就很爽了。。不太喜欢奔驰的转向，太轻盈，但是女士开着刚刚好。。市区8～9升，高速5.9升。9挡变速箱换挡灵敏智慧，这是奔驰汽车发明者无可比拟的。。前排自我感觉不是很好，包裹性不强，但是后排简直就是一种享受。柏林之声的音响，听听交响曲，来个葛优躺，小憩一会。虽远去了虎头奔的时代，但是修长的车身，一抹蓝多光束的灯光，气势依旧。。先有痴而后有成，迈巴赫奔驰把奔驰S做到了极致，绚丽的内饰氛围灯，清新的香氛。可以考虑的奔驰都考虑到了，唯一遗憾的车门内把手为什么做成镂空的，我的小手机碎屏一次。还好某宝有改装配件。。有消费力这类车的人对性价比都不是很看重，只有两点：一是自己觉得喜不喜欢、二是对于终端销售的加价行为自己觉得值不值挡。故障：提车一周左右偶遇一小坑。可怜的轮胎可悲的方向机。。品牌、舒适、市场保有量小，不容易“撞衫”。,530,1,迈巴赫S级,绵阳?,171 ,45,5,33,5,24,4,41,5,54,4,34,5,90,5,85,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,38256,7,8680,0,0,8,7,0
312,64072233,S560,4,"内饰过得去.开在路上一般司机都会让着点.内饰加了个星光顶.。太长,停车麻烦.门太长,不太好开.。后面跷腿随便跷,跟妹子在车里干点啥的话就难了.。完全感受不出v8发动机的威力.调教的太保守了。手感轻了点,完全没驾驶欲望.还是坐着后面吧.。可能排量的关系,油耗挺高的.自己开习惯地板油,但是没推背感啊.。避震很软,封闭性高。跟普通s没啥区别。内饰都是套娃,无限手机充电还方便的.还有两个小桌板看电影办公.。加价了60w.真鸡儿坑。本来要680,结果浙江都没现车,只能提560了.",237,1,迈巴赫S级,杭州?,111 ,23,5,22,5,22,5,31,1,9,5,8,5,31,5,11,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,284337,50,6820,0,8,2,42,1
313,5729079,冻雨提车，真爱啊,8,没有对比没有伤害，比之前的A8各方面表现完美多啦，空间够大，360度影像很清晰，手感偏轻，加速快。。目前没有发现，不过本来定的149万多，后面又说加了什么系统，又强奸了4000，。之前觉得A8空间挺大了，这个进去马上区别就出来了，坐姿也高一些。发动机还是不错，提速反应还不错。手感偏轻。油箱有点小。悬架偏弱，过减速带震感小。外观霸气外露，。还有点异味，。国内什么时候能把加价这块控住就好了，。除了不好停车，别的表现完美！,210,1,迈巴赫S级,武汉?,32 ,31,5,15,5,4,5,5,5,12,5,7,5,6,5,18,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,154,339203,67,8820,0,2,105,58,1
314,57791902,去接雷克萨斯或路虎。结果被迈巴赫迷倒,18,车太美了，内饰，外观，总有一种莫名的感觉！一家人都非常喜欢。虽然加价购买不舒服，但是自己钟爱也就不太在乎了！本来去接雷克萨斯570或路虎揽胜的。想到家里有越野车，就顺道进了奔驰店，结果被迈巴赫s450迷住，就放弃了越野车的想法，诚心谈价，打款，上保险，提车！一气呵成，提完车全家人都非常满意！。没有。大大以大以大大。可以，没有宝马的推背感，但是挺舒服。。稳重精准科技含量高。就跑了500公里，目前11。舒服，后排简直就是行宫。美得没法比喻。精良制作。个人觉得值。家里有越野，也是非常的喜欢。,245,1,迈巴赫S级,沈阳?,13 ,7,5,18,5,9,5,13,5,11,5,6,5,4,5,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,216128,11,1410,0,0,2,4,0
